lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,qc_failures,completion_hours
Single Vision,2.73,1.67,Blue Cut,Retail,0,0,0,55
Single Vision,-0.51,1.56,Anti Glare,Premium,0,1,3,46
Progressive,-6.96,1.50,Standard,Retail,1,1,0,73
Single Vision,1.67,1.67,Photochromic,Retail,1,0,1,77
Progressive,-6.06,1.74,Blue Cut,Hospital,1,0,0,123
Bifocal,-1.37,1.50,Blue Cut,Hospital,1,1,3,63
Single Vision,1.61,1.56,Photochromic,Hospital,0,0,3,90
Single Vision,-2.74,1.50,Standard,Retail,1,0,2,74
Bifocal,-2.22,1.50,Photochromic,Retail,0,1,3,75
Bifocal,-2.08,1.56,Standard,Retail,0,1,3,90
Bifocal,-0.03,1.74,Photochromic,Retail,1,0,2,100
Bifocal,-0.98,1.56,Blue Cut,Premium,1,1,2,47
Single Vision,-2.25,1.50,Photochromic,Retail,0,0,1,76
Progressive,2.07,1.74,Blue Cut,Premium,1,1,3,100
Progressive,-3.96,1.67,Standard,Hospital,0,0,3,116
Single Vision,1.39,1.56,Standard,Premium,0,0,2,87
Progressive,-4.09,1.50,Standard,Hospital,0,0,1,115
Progressive,-4.26,1.67,Photochromic,Hospital,1,1,2,103
Bifocal,-6.64,1.56,Anti Glare,Hospital,0,0,3,113
Single Vision,3.36,1.67,Anti Glare,Retail,1,1,3,46
Progressive,-1.76,1.50,Standard,Premium,1,1,0,67
Bifocal,0.02,1.67,Photochromic,Hospital,1,1,1,75
Bifocal,-4.07,1.67,Anti Glare,Premium,1,0,3,116
Single Vision,3.8,1.74,Blue Cut,Premium,0,1,1,50
Bifocal,0.72,1.67,Standard,Retail,1,1,2,73
Bifocal,1.85,1.67,Standard,Hospital,0,1,3,63
Progressive,-2.66,1.50,Photochromic,Retail,1,0,3,86
Bifocal,-1.64,1.74,Blue Cut,Hospital,1,0,3,105
Single Vision,-0.24,1.74,Blue Cut,Hospital,0,1,0,54
Single Vision,1.65,1.50,Standard,Premium,1,0,2,59
Progressive,0.39,1.74,Photochromic,Premium,1,1,0,75
Bifocal,0.62,1.74,Anti Glare,Premium,0,1,2,58
Single Vision,0.43,1.50,Photochromic,Retail,1,0,2,85
Bifocal,3.24,1.50,Anti Glare,Premium,1,1,0,55
Single Vision,0.32,1.50,Anti Glare,Premium,0,0,1,67
Single Vision,-6.97,1.50,Blue Cut,Retail,1,1,1,46
Bifocal,1.93,1.56,Standard,Hospital,1,1,0,43
Progressive,-2.86,1.50,Photochromic,Premium,0,1,2,70
Progressive,-2.16,1.74,Photochromic,Premium,1,1,1,79
Bifocal,-3.11,1.67,Photochromic,Retail,1,1,1,76
Single Vision,-5.94,1.74,Photochromic,Retail,1,0,0,87
Progressive,-1.72,1.74,Anti Glare,Retail,0,0,1,92
Single Vision,0.79,1.56,Anti Glare,Hospital,1,0,3,66
Single Vision,0.93,1.56,Blue Cut,Retail,0,1,3,52
Single Vision,-6.9,1.56,Anti Glare,Premium,0,0,3,105
Bifocal,2.27,1.74,Anti Glare,Retail,1,1,2,81
Progressive,-5.7,1.56,Blue Cut,Hospital,0,1,3,120
Progressive,-6.66,1.50,Standard,Premium,1,1,3,93
Progressive,2.78,1.67,Standard,Premium,1,1,3,74
Progressive,2.19,1.56,Blue Cut,Hospital,0,1,0,73
Progressive,-5.63,1.74,Standard,Hospital,0,0,0,115
Progressive,0.44,1.50,Standard,Premium,0,1,2,107
Progressive,-0.55,1.56,Blue Cut,Premium,1,1,2,94
Single Vision,-2.75,1.50,Photochromic,Premium,1,1,1,36
Bifocal,-4.27,1.56,Anti Glare,Retail,0,0,2,91
Single Vision,-6.56,1.74,Blue Cut,Retail,1,1,3,75
Bifocal,0.28,1.50,Standard,Retail,0,1,2,79
Bifocal,0.92,1.50,Standard,Retail,0,1,2,74
Single Vision,-3.7,1.56,Standard,Hospital,1,1,3,37
Single Vision,0.68,1.56,Anti Glare,Retail,1,1,3,61
Progressive,-6.37,1.50,Blue Cut,Hospital,0,0,3,140
Single Vision,-0.22,1.67,Standard,Premium,1,1,1,37
Single Vision,-0.53,1.56,Anti Glare,Premium,0,1,0,24
Progressive,-5.5,1.56,Standard,Retail,0,0,0,101
Single Vision,-5.16,1.56,Standard,Premium,0,0,3,65
Progressive,-6.31,1.74,Standard,Hospital,1,0,0,102
Single Vision,-5.76,1.56,Anti Glare,Hospital,0,0,1,88
Progressive,-3.39,1.67,Photochromic,Retail,0,0,2,138
Single Vision,-3.96,1.50,Anti Glare,Hospital,0,0,3,77
Single Vision,-7.05,1.56,Photochromic,Retail,0,0,1,69
Single Vision,-3.08,1.56,Standard,Hospital,0,1,3,57
Bifocal,-5.74,1.74,Photochromic,Hospital,0,1,1,70
Progressive,-6.17,1.74,Blue Cut,Hospital,1,1,1,119
Progressive,2.66,1.56,Photochromic,Retail,1,1,2,81
Single Vision,3.52,1.67,Anti Glare,Premium,0,1,2,58
Progressive,-1.19,1.67,Blue Cut,Retail,0,0,0,111
Progressive,-3.52,1.74,Blue Cut,Retail,0,0,1,102
Progressive,0.91,1.50,Standard,Premium,1,0,1,85
Progressive,2.9,1.67,Photochromic,Premium,1,0,1,119
Bifocal,0.81,1.50,Standard,Retail,0,0,1,72
Bifocal,-6.77,1.74,Anti Glare,Retail,0,1,2,82
Bifocal,0.97,1.74,Anti Glare,Retail,1,1,3,61
Single Vision,-0.76,1.74,Photochromic,Hospital,1,0,3,79
Bifocal,-5.27,1.67,Anti Glare,Premium,0,0,0,113
Single Vision,-3.73,1.74,Blue Cut,Retail,1,1,0,37
Single Vision,-1.8,1.74,Blue Cut,Premium,1,1,1,56
Bifocal,1.24,1.67,Standard,Hospital,0,1,0,54
Progressive,-7.93,1.56,Standard,Hospital,0,1,3,112
Bifocal,-0.51,1.67,Blue Cut,Premium,0,0,2,83
Progressive,-0.16,1.50,Blue Cut,Retail,0,0,0,96
Bifocal,-2.69,1.56,Photochromic,Hospital,0,1,1,61
Progressive,3.25,1.67,Anti Glare,Premium,1,0,1,95
Single Vision,2.48,1.56,Photochromic,Hospital,0,0,0,65
Progressive,-1.52,1.74,Standard,Premium,0,1,2,101
Single Vision,-5.41,1.74,Photochromic,Premium,1,0,3,98
Single Vision,-1.87,1.50,Standard,Retail,0,0,1,51
Progressive,-3.28,1.74,Anti Glare,Hospital,0,0,1,109
Bifocal,-0.28,1.56,Standard,Retail,0,1,1,67
Single Vision,2.48,1.50,Blue Cut,Premium,0,1,2,60
Progressive,2.71,1.67,Standard,Hospital,1,1,2,68
Progressive,-5.8,1.67,Anti Glare,Hospital,1,0,1,110
Bifocal,3.58,1.56,Anti Glare,Premium,1,1,1,56
Single Vision,3.43,1.67,Blue Cut,Retail,0,0,0,70
Single Vision,-6.62,1.67,Standard,Premium,1,0,3,84
Progressive,-3.47,1.56,Photochromic,Retail,0,1,2,113
Single Vision,-3.18,1.50,Anti Glare,Retail,1,0,1,58
Progressive,-4.4,1.74,Photochromic,Retail,0,0,2,126
Progressive,2.79,1.56,Photochromic,Retail,1,1,0,76
Bifocal,-4.45,1.50,Blue Cut,Hospital,0,1,2,78
Bifocal,-2.73,1.67,Anti Glare,Premium,1,0,3,103
Progressive,-2.4,1.56,Anti Glare,Retail,1,0,3,102
Single Vision,-6.32,1.67,Anti Glare,Premium,1,0,1,79
Single Vision,-0.68,1.50,Anti Glare,Retail,0,0,0,48
Single Vision,-0.82,1.74,Photochromic,Retail,1,1,3,67
Bifocal,-1.97,1.56,Photochromic,Premium,1,0,0,77
Bifocal,-4.33,1.67,Anti Glare,Retail,0,1,0,48
Single Vision,-1.59,1.56,Photochromic,Premium,1,1,0,33
Bifocal,0.09,1.74,Anti Glare,Hospital,0,0,0,80
Single Vision,-5.44,1.74,Anti Glare,Retail,0,1,3,65
Bifocal,-1.4,1.67,Photochromic,Retail,1,1,1,61
Single Vision,2.18,1.50,Anti Glare,Premium,0,0,1,70
Bifocal,1.38,1.50,Photochromic,Hospital,0,1,1,72
Progressive,-2.88,1.74,Anti Glare,Premium,0,0,0,90
Progressive,3.18,1.50,Anti Glare,Retail,0,0,2,104
Single Vision,-0.22,1.74,Anti Glare,Premium,1,1,1,51
Bifocal,-0.25,1.50,Photochromic,Retail,1,1,0,37
Bifocal,3.98,1.50,Anti Glare,Hospital,1,0,0,72
Progressive,-6.84,1.50,Photochromic,Retail,0,1,1,123
Single Vision,-5.89,1.74,Anti Glare,Premium,1,1,3,60
Bifocal,-7.52,1.50,Standard,Hospital,1,0,1,109
Bifocal,-0.52,1.56,Standard,Retail,1,1,0,26
Single Vision,1.92,1.74,Blue Cut,Hospital,0,0,0,75
Progressive,-5.95,1.50,Standard,Hospital,1,0,3,128
Progressive,1.78,1.74,Blue Cut,Retail,1,0,3,99
Progressive,-4.73,1.56,Anti Glare,Hospital,0,1,1,57
Single Vision,-2.24,1.50,Photochromic,Hospital,1,1,1,45
Bifocal,0.95,1.67,Photochromic,Retail,1,1,0,40
Bifocal,-0.99,1.50,Blue Cut,Premium,0,0,1,67
Single Vision,-7.04,1.74,Blue Cut,Retail,1,0,1,76
Bifocal,0.49,1.50,Photochromic,Hospital,1,0,2,109
Bifocal,-6.25,1.67,Anti Glare,Retail,0,0,0,123
Progressive,-4.7,1.56,Standard,Hospital,1,0,3,108
Bifocal,-7.44,1.74,Standard,Retail,0,1,2,88
Progressive,-7.17,1.50,Photochromic,Premium,1,1,3,83
Bifocal,-7.46,1.67,Photochromic,Hospital,1,1,3,83
Single Vision,-7.05,1.50,Anti Glare,Hospital,1,1,1,34
Bifocal,-1.26,1.67,Blue Cut,Premium,0,0,1,85
Progressive,-4.08,1.67,Blue Cut,Premium,0,1,1,68
Bifocal,2.05,1.50,Standard,Premium,0,1,1,54
Progressive,1.15,1.50,Photochromic,Retail,1,0,0,89
Bifocal,-5.01,1.74,Blue Cut,Hospital,0,0,0,108
Single Vision,0.16,1.74,Blue Cut,Hospital,0,1,3,57
Progressive,0.49,1.67,Anti Glare,Hospital,1,1,0,75
Single Vision,-7.31,1.74,Photochromic,Premium,0,1,3,83
Bifocal,0.67,1.56,Anti Glare,Hospital,1,0,0,82
Progressive,-4.68,1.50,Standard,Premium,0,0,2,104
Bifocal,-5.58,1.74,Blue Cut,Retail,1,0,2,90
Progressive,-2.7,1.74,Blue Cut,Hospital,1,0,1,142
Progressive,-7.32,1.74,Photochromic,Retail,1,0,0,106
Progressive,2.52,1.67,Photochromic,Hospital,0,0,1,129
Bifocal,3.64,1.74,Blue Cut,Retail,0,1,1,63
Progressive,-1.14,1.50,Standard,Hospital,0,1,0,59
Bifocal,-2.85,1.56,Standard,Retail,1,1,2,46
Single Vision,0.04,1.50,Anti Glare,Premium,0,0,1,63
Bifocal,-3.14,1.67,Photochromic,Retail,1,1,2,64
Bifocal,-5.87,1.50,Photochromic,Hospital,1,1,3,79
Bifocal,-3.32,1.56,Standard,Premium,1,1,3,53
Progressive,-4.45,1.67,Photochromic,Hospital,1,0,2,120
Bifocal,-3.59,1.56,Anti Glare,Premium,0,1,0,71
Bifocal,-2.13,1.74,Standard,Premium,0,0,1,76
Progressive,-0.81,1.74,Standard,Hospital,0,0,3,153
Progressive,-7.93,1.50,Standard,Premium,0,1,3,92
Single Vision,-3.29,1.67,Anti Glare,Hospital,0,1,0,39
Progressive,-3.27,1.56,Standard,Retail,1,0,3,88
Bifocal,0.76,1.67,Standard,Retail,1,0,1,82
Single Vision,-7.88,1.74,Blue Cut,Hospital,1,0,1,90
Bifocal,-3.29,1.67,Photochromic,Premium,0,0,2,116
Progressive,0.84,1.56,Standard,Retail,0,0,3,99
Progressive,-6.0,1.74,Photochromic,Retail,0,0,1,156
Progressive,0.49,1.67,Photochromic,Premium,1,1,0,66
Single Vision,2.38,1.74,Blue Cut,Hospital,0,1,2,69
Progressive,-7.64,1.56,Photochromic,Hospital,1,1,3,89
Progressive,2.52,1.74,Anti Glare,Retail,0,0,2,142
Single Vision,1.32,1.74,Blue Cut,Premium,1,1,3,56
Bifocal,-6.69,1.67,Blue Cut,Premium,0,0,0,72
Bifocal,-3.25,1.74,Standard,Retail,0,1,2,66
Bifocal,-7.68,1.74,Photochromic,Hospital,1,1,0,99
Progressive,2.52,1.74,Blue Cut,Hospital,1,1,1,73
Single Vision,-3.69,1.56,Standard,Hospital,0,1,3,48
Bifocal,3.36,1.74,Anti Glare,Premium,0,0,2,118
Bifocal,2.68,1.67,Standard,Premium,1,0,2,86
Single Vision,-2.7,1.74,Blue Cut,Retail,0,0,2,90
Progressive,-0.75,1.67,Anti Glare,Premium,0,0,2,103
Progressive,-7.46,1.74,Blue Cut,Retail,0,1,2,126
Bifocal,-6.98,1.74,Anti Glare,Retail,0,1,1,88
Single Vision,3.59,1.56,Photochromic,Retail,1,1,3,62
Single Vision,-0.08,1.74,Anti Glare,Retail,0,0,0,57
Single Vision,-1.9,1.56,Anti Glare,Hospital,1,0,2,61
Progressive,-5.86,1.67,Anti Glare,Hospital,1,1,2,97
Progressive,1.05,1.67,Anti Glare,Hospital,1,0,3,122
Single Vision,-7.58,1.56,Standard,Premium,1,1,3,59
Progressive,-5.51,1.56,Standard,Hospital,1,0,0,98
Bifocal,-1.49,1.56,Photochromic,Premium,1,1,2,74
Bifocal,-7.43,1.56,Anti Glare,Hospital,1,0,1,92
Progressive,0.62,1.67,Blue Cut,Premium,0,1,0,86
Single Vision,-2.19,1.67,Standard,Premium,1,1,2,34
Bifocal,-0.53,1.50,Blue Cut,Hospital,1,0,1,69
Progressive,-2.38,1.74,Standard,Premium,1,0,1,126
Progressive,-1.85,1.74,Photochromic,Retail,1,0,1,95
Progressive,1.44,1.50,Photochromic,Retail,1,1,1,66
Progressive,-3.4,1.56,Blue Cut,Hospital,1,1,2,106
Single Vision,-0.08,1.50,Blue Cut,Retail,1,1,0,37
Single Vision,-3.36,1.50,Blue Cut,Retail,0,0,2,95
Single Vision,1.3,1.56,Blue Cut,Premium,0,0,0,61
Bifocal,-0.9,1.56,Standard,Hospital,1,1,3,86
Single Vision,2.9,1.50,Anti Glare,Hospital,1,0,3,64
Single Vision,3.3,1.74,Blue Cut,Retail,0,0,3,77
Single Vision,-0.79,1.67,Anti Glare,Premium,1,0,2,67
Single Vision,-0.41,1.56,Blue Cut,Premium,1,0,0,55
Progressive,-2.9,1.74,Standard,Premium,1,0,3,103
Bifocal,-2.9,1.74,Photochromic,Retail,1,1,3,65
Bifocal,-7.15,1.56,Standard,Hospital,0,1,0,68
Single Vision,-4.67,1.50,Standard,Retail,1,1,0,30
Single Vision,-6.65,1.56,Standard,Retail,0,1,2,52
Progressive,-4.56,1.50,Blue Cut,Retail,0,0,2,131
Bifocal,-5.32,1.56,Photochromic,Premium,0,0,3,98
Single Vision,-6.03,1.56,Blue Cut,Hospital,0,1,2,77
Progressive,-4.66,1.67,Blue Cut,Hospital,0,0,2,132
Bifocal,2.69,1.50,Photochromic,Retail,0,0,2,72
Progressive,-1.84,1.56,Standard,Retail,0,0,0,84
Progressive,-2.26,1.74,Anti Glare,Hospital,1,1,1,91
Bifocal,-3.23,1.56,Standard,Premium,0,0,1,103
Progressive,2.16,1.74,Blue Cut,Premium,0,1,2,79
Bifocal,-5.43,1.56,Standard,Retail,0,0,0,91
Progressive,3.5,1.74,Standard,Hospital,0,0,2,143
Progressive,-7.64,1.74,Standard,Premium,1,0,2,125
Progressive,-2.31,1.56,Anti Glare,Hospital,1,0,2,112
Bifocal,-0.06,1.67,Blue Cut,Retail,1,0,2,104
Single Vision,2.98,1.56,Anti Glare,Retail,0,1,1,50
Progressive,1.42,1.74,Photochromic,Premium,0,1,1,91
Single Vision,-1.68,1.56,Anti Glare,Hospital,0,0,1,80
Bifocal,-6.34,1.74,Standard,Retail,1,1,0,53
Progressive,-1.46,1.56,Anti Glare,Hospital,1,1,0,46
Bifocal,-5.55,1.67,Anti Glare,Hospital,0,1,3,82
Bifocal,-5.69,1.56,Photochromic,Hospital,1,0,0,92
Bifocal,-5.28,1.56,Anti Glare,Premium,0,0,1,110
Single Vision,-3.32,1.56,Anti Glare,Retail,1,1,0,38
Single Vision,1.06,1.74,Photochromic,Premium,0,0,0,89
Progressive,-0.57,1.56,Anti Glare,Premium,1,1,0,84
Progressive,-2.23,1.56,Anti Glare,Hospital,0,0,0,107
Single Vision,-3.89,1.50,Blue Cut,Retail,1,0,1,62
Bifocal,1.47,1.56,Standard,Premium,1,1,0,52
Progressive,1.84,1.74,Blue Cut,Premium,0,0,2,98
Bifocal,-6.75,1.50,Blue Cut,Hospital,0,1,0,57
Progressive,1.09,1.74,Photochromic,Premium,1,0,0,113
Single Vision,2.39,1.50,Standard,Hospital,1,1,3,49
Progressive,-1.52,1.56,Blue Cut,Retail,1,1,0,50
Single Vision,-3.75,1.74,Standard,Premium,1,1,0,39
Single Vision,-0.08,1.67,Anti Glare,Hospital,1,1,3,65
Single Vision,3.64,1.74,Standard,Premium,0,0,2,71
Bifocal,-0.66,1.67,Standard,Premium,0,0,1,104
Progressive,-4.7,1.74,Standard,Hospital,1,1,3,84
Bifocal,-5.31,1.56,Standard,Retail,0,0,2,85
Progressive,2.78,1.74,Photochromic,Hospital,1,0,0,116
Progressive,-1.64,1.74,Photochromic,Retail,0,0,3,138
Single Vision,2.67,1.56,Anti Glare,Premium,1,0,1,61
Progressive,-2.48,1.67,Blue Cut,Premium,1,1,0,58
Bifocal,1.53,1.74,Blue Cut,Retail,1,0,0,95
Single Vision,-2.93,1.74,Photochromic,Retail,1,0,2,91
Bifocal,3.63,1.74,Blue Cut,Retail,0,0,0,96
Single Vision,-7.34,1.67,Standard,Retail,1,0,0,87
Progressive,-7.19,1.50,Standard,Retail,1,0,2,82
Single Vision,-4.83,1.50,Photochromic,Hospital,1,0,3,69
Bifocal,-6.54,1.56,Blue Cut,Premium,0,1,0,58
Progressive,-0.27,1.56,Standard,Premium,0,0,1,71
Progressive,-7.89,1.56,Anti Glare,Hospital,1,1,2,113
Single Vision,1.81,1.74,Photochromic,Hospital,1,1,3,58
Single Vision,0.76,1.74,Anti Glare,Premium,1,1,0,46
Single Vision,1.86,1.50,Standard,Hospital,1,0,1,76
Bifocal,-1.44,1.67,Standard,Premium,1,0,1,78
Progressive,-2.02,1.74,Photochromic,Premium,1,1,0,84
Single Vision,0.57,1.56,Blue Cut,Hospital,1,1,0,20
Single Vision,-3.03,1.50,Photochromic,Premium,0,1,3,65
Progressive,2.39,1.56,Photochromic,Retail,0,1,1,107
Bifocal,-3.7,1.67,Photochromic,Retail,0,1,1,66
Single Vision,3.14,1.67,Blue Cut,Premium,0,1,3,69
Progressive,-4.29,1.56,Blue Cut,Premium,1,0,3,93
Single Vision,1.95,1.74,Photochromic,Hospital,0,1,0,55
Progressive,0.16,1.67,Anti Glare,Hospital,1,1,1,70
Single Vision,3.57,1.50,Anti Glare,Premium,1,1,0,28
Progressive,-0.81,1.74,Standard,Hospital,1,1,2,84
Progressive,2.75,1.67,Anti Glare,Retail,0,1,2,71
Bifocal,-4.3,1.67,Photochromic,Retail,1,1,0,58
Progressive,3.52,1.56,Photochromic,Retail,0,1,0,70
Single Vision,-1.48,1.67,Anti Glare,Hospital,0,1,2,50
Bifocal,-1.02,1.67,Photochromic,Retail,1,0,3,113
Bifocal,3.35,1.50,Standard,Retail,0,0,0,105
Single Vision,3.61,1.50,Anti Glare,Retail,0,1,2,53
Bifocal,-6.8,1.56,Anti Glare,Hospital,0,0,1,76
Single Vision,-3.46,1.56,Photochromic,Premium,0,0,1,74
Single Vision,3.62,1.74,Anti Glare,Retail,1,0,1,73
Single Vision,-7.53,1.74,Standard,Premium,0,1,1,78
Bifocal,0.21,1.67,Blue Cut,Premium,0,0,0,72
Single Vision,-0.27,1.50,Blue Cut,Hospital,1,0,1,54
Single Vision,2.97,1.74,Blue Cut,Hospital,1,0,0,78
Bifocal,3.19,1.56,Standard,Hospital,1,0,2,78
Bifocal,-4.74,1.56,Standard,Hospital,1,0,1,96
Single Vision,1.73,1.56,Anti Glare,Retail,0,1,2,51
Single Vision,-2.55,1.50,Blue Cut,Premium,1,0,1,62
Single Vision,2.29,1.56,Standard,Premium,0,1,2,48
Single Vision,-0.13,1.50,Blue Cut,Hospital,1,1,1,31
Bifocal,0.77,1.56,Standard,Premium,0,0,3,74
Bifocal,-4.11,1.56,Standard,Premium,0,0,2,66
Bifocal,-1.79,1.74,Standard,Hospital,1,0,0,88
Single Vision,-3.25,1.74,Blue Cut,Retail,0,0,0,75
Single Vision,-6.42,1.50,Anti Glare,Hospital,0,0,2,82
Single Vision,-3.58,1.74,Standard,Hospital,1,0,1,74
Progressive,-0.92,1.56,Blue Cut,Hospital,0,0,3,128
Bifocal,2.59,1.50,Blue Cut,Retail,0,1,0,50
Single Vision,-0.2,1.50,Photochromic,Premium,0,1,1,54
Progressive,-5.29,1.50,Photochromic,Retail,1,1,2,78
Progressive,-5.36,1.50,Standard,Hospital,0,0,0,129
Single Vision,-0.63,1.56,Blue Cut,Premium,1,0,2,57
Single Vision,2.97,1.67,Anti Glare,Hospital,0,0,3,99
Single Vision,-1.82,1.74,Photochromic,Hospital,0,1,0,50
Progressive,0.25,1.74,Photochromic,Premium,1,1,1,103
Progressive,3.33,1.50,Anti Glare,Hospital,1,1,3,81
Progressive,-3.88,1.50,Standard,Hospital,1,0,2,114
Single Vision,-3.82,1.67,Standard,Hospital,0,1,0,43
Single Vision,-7.57,1.67,Blue Cut,Hospital,0,0,0,77
Progressive,-2.02,1.50,Anti Glare,Hospital,1,1,2,68
Single Vision,-3.39,1.56,Blue Cut,Premium,0,1,1,43
Single Vision,-0.61,1.56,Anti Glare,Hospital,0,1,2,50
Single Vision,-6.39,1.56,Standard,Hospital,1,1,2,50
Single Vision,3.13,1.67,Photochromic,Hospital,0,0,1,81
Progressive,-7.78,1.56,Blue Cut,Hospital,0,0,2,116
Single Vision,3.78,1.50,Standard,Hospital,1,0,0,36
Progressive,-5.76,1.67,Standard,Hospital,0,1,3,106
Progressive,-0.59,1.74,Blue Cut,Premium,1,0,0,102
Progressive,2.19,1.50,Blue Cut,Hospital,1,1,3,102
Progressive,2.72,1.50,Photochromic,Premium,0,1,3,79
Bifocal,-2.38,1.74,Standard,Premium,0,1,0,72
Bifocal,-0.57,1.74,Anti Glare,Hospital,0,1,0,59
Progressive,-0.35,1.56,Photochromic,Premium,1,0,0,116
Progressive,-4.36,1.74,Anti Glare,Hospital,0,1,2,76
Progressive,-3.81,1.67,Blue Cut,Hospital,1,0,3,120
Bifocal,-1.15,1.74,Anti Glare,Hospital,1,0,2,106
Bifocal,-0.43,1.56,Standard,Hospital,1,0,2,74
Single Vision,-0.4,1.50,Anti Glare,Premium,0,0,2,71
Progressive,2.84,1.67,Anti Glare,Premium,0,1,2,71
Single Vision,3.13,1.56,Photochromic,Premium,0,1,3,64
Single Vision,1.87,1.67,Standard,Hospital,1,0,0,59
Progressive,-2.32,1.67,Anti Glare,Hospital,1,1,2,77
Bifocal,3.46,1.56,Blue Cut,Premium,0,1,0,74
Progressive,0.81,1.50,Photochromic,Retail,0,1,1,66
Progressive,-3.54,1.50,Standard,Retail,1,0,2,79
Single Vision,2.57,1.50,Standard,Premium,0,1,3,62
Single Vision,2.56,1.67,Standard,Premium,0,0,2,82
Bifocal,-5.99,1.56,Standard,Hospital,0,0,1,105
Single Vision,-3.62,1.74,Anti Glare,Retail,0,1,1,56
Bifocal,2.29,1.67,Standard,Retail,1,0,0,85
Progressive,-5.16,1.74,Anti Glare,Retail,0,1,0,84
Bifocal,2.35,1.74,Standard,Hospital,0,1,0,55
Progressive,-1.03,1.50,Anti Glare,Retail,1,1,0,87
Bifocal,0.48,1.67,Anti Glare,Retail,0,1,3,61
Progressive,-6.16,1.56,Standard,Hospital,1,0,0,99
Bifocal,2.93,1.67,Anti Glare,Premium,0,1,2,66
Progressive,-1.57,1.50,Standard,Premium,0,1,0,85
Progressive,-6.74,1.67,Blue Cut,Premium,1,0,0,136
Bifocal,-6.7,1.56,Blue Cut,Premium,0,0,2,100
Bifocal,2.93,1.56,Blue Cut,Premium,1,1,0,42
Progressive,1.16,1.74,Standard,Retail,1,0,2,105
Progressive,-0.31,1.74,Photochromic,Hospital,1,1,2,105
Bifocal,-0.16,1.67,Blue Cut,Premium,1,1,1,73
Single Vision,-4.64,1.74,Anti Glare,Retail,1,1,1,43
Progressive,-7.24,1.56,Blue Cut,Hospital,1,0,0,106
Single Vision,-0.12,1.50,Blue Cut,Hospital,0,0,3,92
Single Vision,2.59,1.67,Anti Glare,Premium,1,0,2,60
Progressive,-6.0,1.50,Anti Glare,Premium,1,1,1,91
Progressive,1.19,1.74,Anti Glare,Retail,1,0,0,94
Progressive,-3.8,1.56,Standard,Premium,0,0,0,104
Single Vision,0.69,1.56,Photochromic,Hospital,1,1,1,31
Bifocal,-2.68,1.56,Blue Cut,Premium,0,0,3,106
Single Vision,-7.3,1.67,Anti Glare,Hospital,1,1,2,51
Single Vision,-6.23,1.74,Photochromic,Premium,1,0,1,93
Progressive,-7.35,1.56,Photochromic,Premium,1,1,1,83
Bifocal,-7.37,1.50,Photochromic,Premium,0,0,3,124
Single Vision,-1.82,1.67,Blue Cut,Premium,0,0,0,70
Bifocal,0.75,1.50,Photochromic,Retail,1,1,2,75
Bifocal,-1.92,1.56,Anti Glare,Retail,1,0,1,68
Single Vision,-1.26,1.56,Anti Glare,Hospital,0,1,3,48
Bifocal,-6.84,1.56,Anti Glare,Premium,1,1,0,70
Bifocal,2.56,1.56,Blue Cut,Hospital,1,0,1,88
Bifocal,-2.44,1.74,Standard,Retail,0,0,0,79
Bifocal,3.11,1.50,Blue Cut,Retail,0,0,1,107
Single Vision,1.21,1.56,Standard,Premium,0,1,2,60
Bifocal,-3.87,1.56,Anti Glare,Hospital,1,0,3,63
Progressive,-0.73,1.67,Blue Cut,Retail,1,1,1,92
Single Vision,-4.21,1.74,Standard,Premium,1,1,1,40
Progressive,-0.24,1.56,Standard,Premium,1,0,2,97
Progressive,-6.68,1.56,Blue Cut,Premium,1,0,1,97
Progressive,-1.2,1.67,Standard,Hospital,0,1,3,105
Bifocal,0.39,1.74,Standard,Retail,0,1,3,102
Single Vision,-2.72,1.50,Blue Cut,Retail,1,0,1,65
Single Vision,-2.55,1.50,Standard,Retail,0,0,3,62
Single Vision,3.68,1.56,Photochromic,Hospital,0,0,1,81
Bifocal,-2.0,1.56,Photochromic,Retail,0,0,0,109
Progressive,-7.17,1.56,Anti Glare,Retail,1,1,2,80
Single Vision,2.26,1.74,Blue Cut,Retail,1,0,0,64
Bifocal,-0.24,1.50,Anti Glare,Premium,1,1,1,57
Single Vision,-4.04,1.67,Standard,Hospital,0,1,0,43
Single Vision,-3.92,1.50,Blue Cut,Retail,0,0,3,96
Single Vision,-4.2,1.56,Standard,Premium,0,1,3,44
Progressive,-2.6,1.50,Anti Glare,Hospital,1,1,2,95
Single Vision,-7.39,1.74,Photochromic,Premium,1,1,2,71
Progressive,-5.03,1.74,Blue Cut,Premium,0,1,0,95
Bifocal,-3.17,1.74,Anti Glare,Premium,0,1,0,49
Single Vision,3.37,1.67,Blue Cut,Premium,0,1,0,54
Bifocal,-2.52,1.56,Standard,Premium,0,1,0,37
Single Vision,1.16,1.50,Photochromic,Hospital,1,0,0,62
Bifocal,-6.48,1.74,Blue Cut,Hospital,1,1,0,81
Bifocal,-1.29,1.56,Photochromic,Retail,1,1,2,60
Progressive,-6.49,1.50,Anti Glare,Retail,1,0,3,126
Single Vision,-1.0,1.56,Photochromic,Retail,0,1,0,33
Single Vision,3.44,1.50,Blue Cut,Hospital,0,1,1,46
Single Vision,3.97,1.67,Blue Cut,Premium,0,0,3,87
Progressive,2.99,1.67,Anti Glare,Premium,0,1,1,110
