lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,queue_depth,machine_load,utilization_percent,qc_failures,completion_hours
Single Vision,0.56,1.56,Standard,Franchise,0,0,24,51,32,2,247.76
Single Vision,-7.03,1.67,Standard,Hospital,0,1,15,11,42,1,102.6
Single Vision,-2.8,1.74,Standard,Hospital,1,1,36,64,42,1,199.69
Progressive,-7.68,1.50,Standard,Retail,0,0,35,36,93,1,273.42
Single Vision,1.09,1.56,Photochromic,Franchise,0,0,6,23,49,3,186.99
Single Vision,-4.99,1.67,Standard,Hospital,0,1,19,42,49,4,157.33
Single Vision,-5.37,1.50,Standard,Retail,1,0,22,67,97,2,238.66
Bifocal,1.53,1.74,Standard,Retail,0,1,0,58,94,4,126.11
Single Vision,-4.31,1.74,Blue Cut,Franchise,0,0,33,95,67,2,316.04
Single Vision,3.48,1.67,Standard,Franchise,0,1,3,91,42,4,132.33
Single Vision,-3.04,1.67,Standard,Franchise,1,1,38,33,29,3,198.68
Single Vision,-0.74,1.67,Photochromic,Franchise,0,1,26,16,79,1,143.18
Progressive,-3.7,1.67,Standard,Retail,0,1,36,24,84,3,210.77
Single Vision,-7.31,1.56,Standard,Franchise,0,1,28,36,82,2,170.15
Single Vision,-6.86,1.56,Standard,Franchise,0,0,17,37,36,2,211.47
Single Vision,-5.69,1.67,Standard,Retail,0,1,2,88,96,2,108.59
Progressive,-7.8,1.56,Photochromic,Franchise,0,1,18,35,71,2,161.01
Single Vision,-2.87,1.74,Standard,Franchise,0,1,28,70,31,4,228.22
Progressive,0.65,1.56,Standard,Franchise,1,1,26,21,77,4,187.75
Single Vision,1.73,1.74,Photochromic,Hospital,0,1,34,29,88,3,213.14
Single Vision,-3.39,1.50,Blue Cut,Hospital,0,1,26,71,31,1,174.34
Progressive,-6.59,1.56,Standard,Hospital,0,1,24,35,78,1,156.51
Single Vision,-0.28,1.67,Standard,Hospital,0,1,7,59,66,2,113.12
Single Vision,-2.26,1.50,Standard,Retail,0,1,12,55,95,4,148.64
Single Vision,1.22,1.74,Standard,Hospital,0,1,24,36,66,1,146.23
Bifocal,1.49,1.50,Blue Cut,Retail,0,1,4,36,31,0,64.08
Bifocal,-3.29,1.56,Standard,Retail,0,1,20,67,71,4,192.99
Single Vision,-7.99,1.56,Standard,Hospital,0,1,20,80,83,4,184.9
Bifocal,0.55,1.56,Blue Cut,Hospital,0,0,22,34,79,4,262.77
Progressive,3.97,1.67,Standard,Franchise,0,1,23,50,93,4,201.65
Progressive,1.57,1.56,Blue Cut,Hospital,0,1,12,46,49,1,117.03
Single Vision,-6.67,1.56,Standard,Hospital,0,1,8,61,34,4,136.67
Single Vision,-0.6,1.67,Blue Cut,Retail,0,0,34,83,20,4,327.21
Single Vision,-3.63,1.56,Standard,Franchise,0,0,20,41,57,0,200.06
Single Vision,-1.52,1.67,Standard,Hospital,0,1,8,67,67,4,136.11
Progressive,-3.42,1.50,Blue Cut,Franchise,0,1,17,68,83,0,137.99
Progressive,0.06,1.56,Standard,Franchise,0,1,26,87,75,4,236.02
Single Vision,-1.5,1.74,Blue Cut,Franchise,0,1,38,53,48,4,249.04
Single Vision,-1.27,1.56,Standard,Franchise,0,0,7,49,58,2,186.9
Single Vision,-2.62,1.67,Standard,Hospital,0,0,21,87,64,2,259.73
Single Vision,-0.81,1.67,Photochromic,Retail,1,1,36,94,37,2,234.47
Progressive,-5.68,1.50,Photochromic,Retail,0,0,30,14,34,0,242.73
Progressive,-6.67,1.67,Standard,Retail,0,0,13,77,27,2,243.92
Single Vision,-4.75,1.56,Standard,Hospital,0,0,27,43,83,3,259.02
Progressive,-4.69,1.74,Standard,Hospital,0,1,16,71,41,4,195.6
Progressive,-3.42,1.50,Photochromic,Hospital,0,1,7,74,59,0,124.02
Progressive,-0.21,1.74,Blue Cut,Hospital,0,0,23,64,78,1,255.91
Progressive,3.65,1.74,Standard,Retail,0,0,5,12,89,0,153.95
Single Vision,-2.37,1.67,Blue Cut,Franchise,0,1,27,18,48,1,136.02
Progressive,2.95,1.56,Blue Cut,Franchise,0,1,4,65,71,1,102.07
Single Vision,0.13,1.56,Photochromic,Franchise,0,1,8,20,84,1,85.73
Single Vision,1.7,1.67,Standard,Hospital,0,1,6,21,43,2,87.23
Single Vision,0.84,1.50,Standard,Retail,0,1,34,61,81,3,211.85
Bifocal,-6.72,1.74,Standard,Franchise,0,1,1,25,35,2,80.03
Single Vision,-4.51,1.67,Standard,Retail,0,1,19,21,23,4,150.53
Single Vision,2.16,1.67,Standard,Hospital,0,1,31,93,33,3,217.84
Bifocal,0.46,1.50,Standard,Franchise,0,0,2,10,52,1,134.93
Bifocal,-0.09,1.50,Standard,Retail,0,1,19,58,45,4,179.16
Single Vision,3.39,1.67,Standard,Franchise,0,1,37,82,59,3,240.89
Progressive,2.64,1.56,Photochromic,Franchise,0,0,36,41,62,3,324.94
Single Vision,4.0,1.50,Standard,Hospital,0,1,27,83,36,0,164.09
Progressive,-7.34,1.67,Standard,Hospital,1,0,4,41,65,0,151.3
Single Vision,2.12,1.50,Standard,Hospital,0,1,37,79,33,1,219.49
Single Vision,-7.99,1.56,Photochromic,Hospital,0,0,13,86,66,2,235.25
Single Vision,-5.44,1.67,Standard,Hospital,0,0,18,82,60,4,267.85
Single Vision,-5.75,1.67,Standard,Retail,0,1,23,55,83,4,187.34
Single Vision,3.1,1.50,Blue Cut,Hospital,0,1,34,85,91,0,191.02
Progressive,-2.59,1.74,Standard,Hospital,0,1,33,77,97,2,244.3
Progressive,3.65,1.50,Standard,Franchise,1,0,17,16,82,2,204.28
Bifocal,-3.3,1.74,Standard,Retail,0,0,25,60,57,2,269.73
Single Vision,-0.82,1.67,Blue Cut,Franchise,0,1,8,77,81,0,102.59
Single Vision,-2.33,1.74,Standard,Hospital,0,0,19,94,21,4,294.77
Progressive,-3.38,1.67,Standard,Retail,1,0,21,26,24,1,211.15
Progressive,-5.55,1.67,Standard,Retail,0,1,37,75,86,3,244.67
Single Vision,2.98,1.50,Photochromic,Hospital,0,0,36,78,36,4,339.68
Single Vision,3.11,1.67,Photochromic,Hospital,0,1,39,39,66,2,216.5
Single Vision,-2.23,1.56,Standard,Hospital,0,1,25,92,24,0,169.5
Single Vision,0.64,1.67,Blue Cut,Hospital,1,1,36,80,37,1,200.17
Progressive,0.27,1.67,Standard,Franchise,0,1,13,21,88,4,146.65
Single Vision,-6.03,1.56,Standard,Hospital,0,1,16,61,25,1,118.98
Bifocal,0.05,1.74,Standard,Franchise,0,0,31,75,64,0,277.39
Single Vision,-5.04,1.56,Standard,Hospital,0,0,11,36,38,3,199.54
Bifocal,-1.1,1.67,Blue Cut,Franchise,0,0,13,63,21,2,212.87
Single Vision,-4.45,1.67,Standard,Franchise,0,1,28,55,78,1,164.48
Single Vision,0.46,1.67,Photochromic,Retail,0,1,0,65,23,3,109.36
Progressive,-5.26,1.50,Blue Cut,Hospital,0,0,4,90,93,2,203.94
Single Vision,1.73,1.67,Blue Cut,Hospital,0,0,2,25,71,3,163.52
Single Vision,-4.05,1.56,Photochromic,Franchise,0,1,17,45,54,3,161.08
Single Vision,-1.72,1.67,Blue Cut,Franchise,1,1,33,99,44,1,207.37
Progressive,0.9,1.67,Standard,Hospital,0,1,4,91,86,2,130.39
Bifocal,-4.98,1.50,Photochromic,Retail,1,0,11,28,28,1,171.06
Bifocal,1.0,1.74,Blue Cut,Retail,0,1,27,25,32,4,209.48
Single Vision,-3.99,1.50,Photochromic,Retail,0,1,33,89,87,2,224.18
Single Vision,-3.33,1.67,Standard,Retail,0,0,26,38,62,4,266.73
Progressive,0.7,1.67,Standard,Franchise,0,1,5,85,90,4,148.15
Single Vision,0.98,1.50,Standard,Franchise,0,1,31,66,39,4,205.69
Single Vision,-2.11,1.74,Blue Cut,Franchise,0,1,9,47,50,4,144.82
Progressive,-4.71,1.67,Blue Cut,Franchise,0,1,12,97,62,3,172.52
Progressive,3.1,1.67,Standard,Hospital,0,1,27,84,90,2,206.75
Single Vision,-1.8,1.56,Standard,Franchise,0,0,22,29,61,4,246.4
Progressive,-0.14,1.67,Standard,Retail,0,1,31,57,73,0,176.69
Bifocal,-3.09,1.67,Standard,Retail,0,0,37,53,86,2,300.53
Progressive,1.44,1.67,Photochromic,Retail,0,0,5,46,76,4,222.87
Single Vision,-4.57,1.67,Standard,Hospital,0,1,29,52,26,0,155.71
Single Vision,-5.88,1.50,Photochromic,Retail,0,1,30,54,45,1,180.29
Single Vision,1.34,1.56,Blue Cut,Hospital,1,1,4,81,45,3,108.0
Single Vision,-0.79,1.56,Standard,Franchise,0,0,13,90,67,4,249.76
Single Vision,-1.52,1.56,Photochromic,Retail,0,0,38,67,46,2,312.96
Single Vision,1.29,1.50,Standard,Retail,0,0,2,99,97,2,187.69
Progressive,3.04,1.50,Blue Cut,Hospital,0,0,23,47,30,4,277.14
Progressive,3.91,1.56,Standard,Retail,0,0,7,52,37,3,210.64
Bifocal,2.38,1.50,Blue Cut,Retail,0,1,35,64,82,4,232.68
Single Vision,2.79,1.50,Photochromic,Franchise,0,1,26,54,51,0,157.28
Progressive,0.06,1.67,Standard,Retail,1,0,21,67,92,2,243.45
Single Vision,-6.4,1.50,Photochromic,Franchise,0,0,22,26,32,1,217.92
Single Vision,-4.33,1.50,Standard,Hospital,1,1,31,12,20,0,137.32
Single Vision,-7.2,1.50,Blue Cut,Hospital,0,1,18,84,81,4,185.29
Progressive,-4.66,1.67,Blue Cut,Franchise,1,1,9,70,64,1,119.31
Bifocal,2.83,1.74,Photochromic,Hospital,1,0,3,52,96,0,167.49
Single Vision,3.04,1.67,Standard,Franchise,0,0,37,16,77,2,259.73
Bifocal,-0.37,1.67,Photochromic,Retail,0,0,6,41,32,0,165.21
Single Vision,1.56,1.67,Standard,Retail,1,1,4,33,62,0,46.82
Single Vision,-4.64,1.67,Blue Cut,Hospital,0,1,0,57,89,0,54.4
Progressive,-3.4,1.50,Standard,Hospital,0,1,21,99,57,0,172.21
Bifocal,2.56,1.67,Blue Cut,Franchise,0,0,16,12,29,0,164.91
Progressive,-0.12,1.67,Standard,Hospital,0,1,28,94,51,3,234.57
Progressive,3.3,1.56,Standard,Hospital,0,1,39,69,48,3,251.94
Single Vision,2.38,1.67,Standard,Franchise,1,1,11,12,43,3,94.97
Progressive,-1.72,1.67,Standard,Franchise,0,0,36,30,42,0,263.43
Single Vision,-1.37,1.50,Blue Cut,Hospital,1,0,34,84,46,3,299.32
Single Vision,2.16,1.67,Blue Cut,Hospital,0,1,13,81,20,1,130.94
Single Vision,0.85,1.56,Photochromic,Retail,0,0,7,14,88,3,185.27
Single Vision,-1.85,1.56,Photochromic,Franchise,0,0,11,86,96,1,213.39
Progressive,0.12,1.56,Photochromic,Franchise,1,1,7,17,34,4,117.23
Progressive,1.73,1.50,Standard,Hospital,0,0,4,42,74,2,180.39
Single Vision,-0.67,1.67,Photochromic,Franchise,0,0,11,55,47,3,222.54
Single Vision,-1.55,1.67,Standard,Franchise,0,1,0,41,79,1,48.31
Single Vision,-3.06,1.56,Photochromic,Retail,0,1,13,22,37,3,123.5
Single Vision,-5.45,1.67,Photochromic,Franchise,0,0,28,19,48,2,257.32
Single Vision,1.81,1.56,Blue Cut,Franchise,0,0,27,36,89,4,268.67
Single Vision,-1.33,1.56,Standard,Hospital,0,1,33,71,57,0,184.42
Single Vision,-5.32,1.67,Photochromic,Retail,0,1,26,19,91,4,193.59
Single Vision,3.72,1.56,Blue Cut,Retail,0,1,24,37,29,0,127.91
Single Vision,3.75,1.67,Blue Cut,Hospital,1,1,22,50,25,2,153.78
Single Vision,-7.11,1.67,Photochromic,Hospital,0,1,34,60,49,2,216.96
Single Vision,-1.36,1.67,Standard,Franchise,0,1,4,86,31,2,110.62
Single Vision,-7.57,1.56,Blue Cut,Retail,0,1,4,10,86,4,89.26
Single Vision,-4.68,1.50,Standard,Franchise,0,0,33,37,57,2,259.86
Single Vision,-5.89,1.56,Blue Cut,Franchise,0,0,30,74,78,2,280.74
Single Vision,0.51,1.50,Standard,Retail,0,1,2,98,26,1,97.05
Single Vision,-0.29,1.50,Standard,Retail,0,1,22,83,59,0,149.18
Progressive,-3.88,1.67,Blue Cut,Hospital,0,0,26,98,22,4,316.96
Bifocal,-3.3,1.50,Blue Cut,Retail,0,0,14,41,60,4,227.64
Single Vision,-0.17,1.50,Standard,Hospital,0,0,8,25,50,1,161.69
Single Vision,-5.76,1.67,Blue Cut,Hospital,1,1,8,91,27,2,118.58
Progressive,0.3,1.67,Standard,Hospital,0,0,9,52,71,4,226.68
Progressive,1.34,1.50,Standard,Hospital,0,0,5,87,22,0,195.64
Progressive,3.08,1.67,Standard,Retail,0,1,11,12,66,1,97.89
Bifocal,-1.66,1.50,Standard,Franchise,1,0,22,19,79,0,191.12
Single Vision,-0.3,1.56,Standard,Retail,0,1,23,21,63,1,147.04
Bifocal,-5.2,1.67,Standard,Retail,0,1,17,92,25,3,187.96
Single Vision,1.74,1.74,Blue Cut,Retail,0,1,35,27,96,1,188.17
Progressive,2.21,1.67,Photochromic,Hospital,0,0,4,89,30,2,217.31
Single Vision,-4.23,1.56,Standard,Retail,0,1,4,17,76,4,104.14
Single Vision,-7.33,1.67,Blue Cut,Hospital,0,0,34,92,34,2,299.32
Progressive,1.29,1.56,Standard,Retail,0,1,5,61,72,1,103.92
Single Vision,-6.62,1.74,Blue Cut,Franchise,1,1,5,29,66,0,61.47
Progressive,-7.74,1.50,Blue Cut,Hospital,0,1,23,86,56,0,174.35
Progressive,-6.55,1.50,Photochromic,Hospital,0,1,37,50,52,4,261.42
Single Vision,-2.17,1.74,Standard,Hospital,0,1,22,80,40,0,161.0
Single Vision,-1.33,1.56,Blue Cut,Franchise,0,1,1,90,64,2,105.65
Single Vision,-6.89,1.56,Blue Cut,Hospital,0,0,32,48,45,1,261.55
Bifocal,-2.54,1.67,Standard,Hospital,1,0,14,53,58,3,213.72
Bifocal,1.52,1.56,Blue Cut,Retail,1,1,23,51,73,3,174.23
Bifocal,-3.09,1.74,Standard,Retail,0,1,13,17,54,1,106.73
Progressive,-5.32,1.67,Blue Cut,Hospital,0,0,8,36,39,3,204.9
Bifocal,-0.07,1.74,Blue Cut,Retail,0,0,29,11,47,0,230.79
Progressive,-5.44,1.74,Blue Cut,Franchise,1,1,32,55,52,3,238.95
Single Vision,-2.95,1.67,Standard,Franchise,1,0,2,24,29,4,160.03
Single Vision,3.42,1.67,Standard,Hospital,0,0,9,55,68,0,164.55
Progressive,0.36,1.74,Blue Cut,Hospital,1,0,34,41,38,2,294.24
Single Vision,0.95,1.56,Blue Cut,Hospital,0,0,32,53,45,4,294.73
Single Vision,0.93,1.50,Photochromic,Franchise,1,0,11,90,81,1,214.22
Single Vision,-2.23,1.74,Photochromic,Retail,0,0,1,16,35,3,173.68
Progressive,-3.33,1.67,Blue Cut,Hospital,0,1,30,41,69,4,216.55
Bifocal,-1.6,1.74,Standard,Hospital,0,1,27,44,21,4,215.31
Progressive,-4.03,1.67,Photochromic,Franchise,0,0,30,92,41,4,329.61
Single Vision,1.86,1.50,Standard,Hospital,0,0,22,52,73,3,256.27
Single Vision,-7.17,1.56,Standard,Hospital,0,1,18,32,23,3,142.17
Single Vision,-1.17,1.74,Standard,Franchise,0,0,9,74,91,1,199.42
Progressive,-3.53,1.50,Blue Cut,Hospital,0,1,4,99,62,3,144.76
Progressive,-3.47,1.67,Standard,Hospital,1,1,22,14,28,1,134.06
Single Vision,2.14,1.67,Standard,Retail,0,0,22,89,80,2,264.64
Single Vision,-5.85,1.67,Photochromic,Retail,1,1,12,61,36,1,114.7
Single Vision,-7.73,1.56,Standard,Hospital,0,0,0,67,22,1,154.93
Single Vision,3.56,1.56,Standard,Retail,0,1,1,60,66,3,96.81
Single Vision,1.63,1.56,Standard,Retail,0,0,8,54,80,2,186.44
Single Vision,-7.82,1.56,Blue Cut,Retail,0,1,27,22,37,3,165.17
Bifocal,0.17,1.74,Standard,Franchise,0,1,1,73,44,0,90.29
Single Vision,3.9,1.50,Blue Cut,Hospital,0,0,26,10,63,3,236.93
Progressive,2.56,1.74,Blue Cut,Retail,0,0,31,29,49,1,272.28
Single Vision,-4.28,1.50,Blue Cut,Retail,0,1,18,13,95,0,98.1
Single Vision,3.03,1.56,Standard,Hospital,0,0,39,61,67,3,310.97
Progressive,-2.41,1.67,Standard,Hospital,0,1,2,61,25,0,85.62
Single Vision,-5.99,1.74,Standard,Hospital,0,1,28,95,97,1,214.05
Single Vision,-6.0,1.56,Standard,Franchise,0,1,26,94,92,4,226.2
Progressive,-5.62,1.56,Blue Cut,Franchise,0,1,22,37,32,1,152.21
Single Vision,2.02,1.56,Blue Cut,Retail,1,1,14,94,31,2,149.96
Single Vision,0.8,1.67,Blue Cut,Hospital,0,0,17,82,91,0,204.35
Progressive,-3.16,1.67,Standard,Franchise,0,0,15,49,37,2,232.1
Progressive,2.36,1.74,Blue Cut,Hospital,0,1,20,84,35,0,174.87
Single Vision,0.03,1.67,Standard,Retail,0,1,33,24,87,2,173.82
Single Vision,-0.68,1.56,Photochromic,Retail,0,1,23,32,80,4,173.55
Single Vision,-0.69,1.67,Standard,Franchise,0,1,3,12,38,0,50.01
Bifocal,-5.23,1.50,Blue Cut,Hospital,0,1,21,77,94,0,157.85
Single Vision,-2.71,1.74,Standard,Franchise,0,0,35,75,43,4,336.23
Progressive,-7.63,1.50,Standard,Franchise,0,0,25,40,23,2,260.54
Single Vision,-1.33,1.74,Standard,Franchise,0,1,12,95,91,1,150.44
Progressive,-6.66,1.74,Blue Cut,Retail,0,0,26,91,77,3,309.64
Progressive,-3.64,1.56,Standard,Retail,0,0,12,31,26,4,232.91
Single Vision,-3.77,1.74,Blue Cut,Hospital,0,0,16,32,64,1,209.77
Single Vision,0.38,1.56,Photochromic,Retail,0,1,27,32,95,1,158.73
Bifocal,-6.97,1.50,Blue Cut,Retail,0,1,15,75,91,4,170.57
Bifocal,-5.39,1.56,Photochromic,Franchise,0,0,23,74,36,3,281.54
Bifocal,-5.21,1.67,Standard,Franchise,0,1,35,82,50,3,246.65
Single Vision,-4.03,1.56,Photochromic,Retail,0,1,3,10,39,3,91.51
Progressive,3.78,1.67,Standard,Retail,0,1,26,61,82,4,212.82
Progressive,-0.89,1.56,Standard,Retail,1,0,32,88,81,3,312.52
Progressive,1.33,1.67,Standard,Franchise,1,1,14,74,64,3,151.09
Single Vision,1.07,1.56,Photochromic,Retail,0,0,38,61,73,2,307.94
Single Vision,0.22,1.56,Standard,Franchise,0,1,4,75,24,4,118.5
Bifocal,-5.36,1.67,Photochromic,Franchise,0,1,28,23,24,1,168.53
Single Vision,3.78,1.67,Standard,Franchise,0,1,12,58,34,1,107.29
Single Vision,-2.73,1.56,Standard,Franchise,1,1,15,31,82,4,136.6
Single Vision,-0.23,1.56,Blue Cut,Hospital,1,1,19,97,50,3,183.05
Progressive,-6.95,1.74,Blue Cut,Franchise,0,1,8,15,77,4,138.11
Single Vision,-1.49,1.67,Standard,Franchise,0,0,10,67,29,3,222.7
Progressive,-1.63,1.56,Photochromic,Hospital,0,1,35,59,96,0,209.47
Single Vision,-3.41,1.50,Standard,Franchise,0,0,8,89,59,4,226.6
Progressive,-4.41,1.50,Standard,Hospital,0,1,10,10,66,3,126.84
Progressive,3.02,1.67,Standard,Franchise,0,1,24,28,34,0,144.75
Progressive,-1.95,1.56,Standard,Hospital,0,1,1,70,34,4,128.62
Bifocal,-1.99,1.67,Standard,Hospital,0,0,33,87,31,4,332.87
Single Vision,-2.0,1.67,Standard,Retail,0,1,5,85,66,2,112.61
Progressive,3.92,1.74,Photochromic,Hospital,0,1,28,74,65,3,239.77
Single Vision,-5.86,1.67,Blue Cut,Franchise,1,0,20,82,46,3,247.2
Progressive,3.67,1.50,Standard,Hospital,0,0,33,55,90,0,269.26
Single Vision,2.19,1.56,Standard,Franchise,0,0,26,68,49,2,260.61
Single Vision,-1.31,1.56,Blue Cut,Retail,0,1,39,32,45,1,187.86
Single Vision,-0.47,1.56,Standard,Franchise,0,1,34,86,74,0,190.79
Single Vision,-3.83,1.50,Photochromic,Retail,0,0,10,33,98,2,198.19
Single Vision,-1.22,1.56,Photochromic,Franchise,0,1,7,26,64,0,77.26
Progressive,-0.56,1.67,Standard,Retail,0,0,24,34,90,0,227.14
Progressive,-0.22,1.67,Blue Cut,Retail,0,1,30,13,73,2,183.13
Single Vision,-4.86,1.67,Standard,Retail,1,1,32,67,72,3,196.39
Single Vision,1.9,1.67,Blue Cut,Retail,0,0,31,20,37,4,274.65
Single Vision,-0.04,1.67,Photochromic,Retail,0,0,12,68,22,2,213.42
Single Vision,-4.5,1.67,Blue Cut,Retail,1,0,11,50,67,3,199.52
Single Vision,-0.06,1.67,Standard,Retail,0,1,8,59,20,1,103.17
Single Vision,-0.11,1.74,Standard,Retail,0,1,14,97,34,1,146.17
Progressive,-2.78,1.67,Standard,Hospital,1,1,14,85,39,3,161.79
Single Vision,-3.22,1.67,Photochromic,Retail,0,0,14,16,91,2,194.32
Bifocal,-1.51,1.56,Blue Cut,Franchise,0,0,22,46,90,4,260.86
Bifocal,3.83,1.67,Photochromic,Franchise,0,1,24,36,31,0,145.25
Single Vision,2.67,1.74,Blue Cut,Franchise,0,1,4,87,59,3,128.18
Progressive,1.26,1.56,Standard,Hospital,0,1,0,68,82,4,128.18
Single Vision,-7.7,1.74,Standard,Hospital,0,0,32,16,42,2,271.83
Progressive,-1.29,1.56,Standard,Franchise,0,1,26,40,23,1,163.33
Progressive,-2.68,1.74,Standard,Franchise,0,1,6,39,34,3,137.52
Bifocal,-0.13,1.67,Blue Cut,Retail,0,1,18,40,99,0,120.02
Single Vision,-1.34,1.56,Standard,Hospital,1,1,9,57,61,1,88.79
Single Vision,-1.96,1.67,Blue Cut,Retail,0,1,4,12,26,3,75.91
Single Vision,0.24,1.56,Blue Cut,Franchise,0,1,6,99,62,2,125.68
Single Vision,-1.06,1.67,Standard,Retail,1,0,11,65,67,2,197.46
Single Vision,-3.28,1.56,Blue Cut,Retail,1,0,35,67,42,4,303.32
Single Vision,-5.61,1.56,Blue Cut,Retail,1,0,32,91,21,3,304.06
Single Vision,-5.92,1.56,Standard,Franchise,1,1,27,85,52,4,200.0
Single Vision,-6.28,1.56,Blue Cut,Retail,0,1,35,68,22,0,198.31
Single Vision,2.93,1.67,Blue Cut,Hospital,0,1,8,37,88,3,115.12
Single Vision,2.52,1.67,Photochromic,Franchise,1,1,5,40,36,0,60.69
Single Vision,1.4,1.67,Photochromic,Retail,0,0,8,80,33,3,226.21
Single Vision,-7.12,1.56,Blue Cut,Retail,0,0,39,69,29,1,288.01
Progressive,0.53,1.56,Standard,Hospital,1,0,13,78,43,1,209.31
Progressive,-6.05,1.50,Blue Cut,Franchise,1,1,16,92,68,4,194.61
Progressive,2.07,1.56,Blue Cut,Retail,0,1,17,90,91,1,166.16
Bifocal,-3.08,1.56,Blue Cut,Franchise,0,0,25,87,44,1,269.92
Single Vision,-6.25,1.56,Standard,Franchise,0,0,29,10,73,3,246.83
Single Vision,-2.43,1.67,Photochromic,Hospital,0,0,4,10,98,3,170.41
Single Vision,-7.36,1.50,Standard,Hospital,0,1,32,39,49,4,212.14
Progressive,-4.01,1.50,Photochromic,Retail,1,0,11,95,22,0,213.32
Single Vision,-2.31,1.56,Standard,Retail,1,1,23,85,35,3,182.14
Single Vision,-4.4,1.50,Standard,Hospital,0,1,18,12,57,0,91.79
Progressive,-7.68,1.56,Blue Cut,Hospital,0,1,16,70,47,3,174.55
Single Vision,-5.63,1.67,Standard,Hospital,1,1,4,75,92,3,111.66
Single Vision,2.89,1.50,Standard,Retail,0,1,2,47,89,0,56.95
Progressive,-1.68,1.56,Standard,Retail,0,0,39,30,60,4,327.28
Single Vision,2.76,1.56,Standard,Franchise,0,1,24,63,92,0,147.12
Bifocal,-7.23,1.67,Standard,Franchise,0,1,14,34,39,3,138.25
Progressive,3.91,1.50,Blue Cut,Hospital,0,0,27,83,33,3,296.25
Single Vision,-4.53,1.67,Standard,Retail,0,1,30,30,52,0,157.99
Progressive,-3.61,1.67,Standard,Hospital,0,0,38,16,33,4,310.18
Single Vision,-4.79,1.67,Photochromic,Hospital,0,1,31,79,99,2,211.9
Single Vision,-5.3,1.67,Standard,Hospital,0,0,35,53,87,1,278.31
Bifocal,-4.81,1.67,Standard,Retail,0,1,9,19,25,3,113.5
Progressive,3.32,1.56,Standard,Hospital,0,1,7,37,99,4,127.48
Single Vision,-6.83,1.67,Photochromic,Retail,1,1,7,21,70,3,110.06
Single Vision,0.91,1.74,Blue Cut,Franchise,0,0,29,20,86,0,236.83
Single Vision,1.11,1.67,Blue Cut,Hospital,0,1,28,61,94,1,170.58
Single Vision,-4.56,1.67,Blue Cut,Retail,0,1,33,89,72,2,217.05
Progressive,-0.4,1.50,Standard,Retail,1,0,36,90,74,3,326.5
Single Vision,-7.74,1.50,Photochromic,Retail,1,0,38,59,90,1,283.4
Single Vision,-7.88,1.56,Standard,Franchise,0,1,15,94,58,2,166.17
Single Vision,-4.89,1.67,Blue Cut,Hospital,1,1,30,48,28,0,142.13
Single Vision,-2.38,1.50,Standard,Hospital,0,1,33,13,89,1,153.79
Progressive,-2.48,1.67,Blue Cut,Franchise,0,0,7,93,98,4,253.06
Single Vision,-7.28,1.67,Photochromic,Franchise,0,0,14,78,23,3,236.85
Single Vision,-2.19,1.74,Blue Cut,Hospital,1,0,7,60,81,0,164.25
Single Vision,-6.63,1.50,Standard,Franchise,0,1,35,82,49,2,219.27
Progressive,-2.09,1.56,Standard,Retail,0,0,23,18,57,2,237.7
Progressive,-2.27,1.50,Blue Cut,Retail,0,1,15,22,30,1,120.32
Single Vision,1.85,1.56,Photochromic,Retail,1,1,34,28,58,1,175.29
Single Vision,-3.11,1.67,Standard,Franchise,0,1,19,49,31,3,148.77
Single Vision,-6.82,1.56,Photochromic,Retail,1,1,19,61,90,4,170.25
Single Vision,-3.62,1.74,Standard,Hospital,0,1,24,29,89,3,180.32
Progressive,-6.08,1.56,Standard,Franchise,0,1,31,67,22,2,218.37
Single Vision,2.28,1.74,Standard,Retail,1,0,7,11,37,0,146.26
Single Vision,-4.04,1.56,Blue Cut,Retail,0,1,20,46,64,3,162.23
Progressive,-3.4,1.56,Photochromic,Hospital,1,1,15,18,99,4,149.91
Progressive,-5.78,1.74,Standard,Franchise,0,1,15,57,80,3,169.81
Single Vision,3.35,1.56,Blue Cut,Franchise,0,1,25,20,89,1,143.03
Single Vision,0.43,1.67,Photochromic,Retail,0,0,39,16,59,2,277.58
Bifocal,-1.43,1.50,Standard,Retail,0,0,24,34,92,2,242.45
Progressive,-7.95,1.56,Blue Cut,Retail,0,1,8,51,48,0,92.7
Progressive,0.09,1.67,Standard,Franchise,0,1,1,74,77,1,98.08
Single Vision,-2.44,1.74,Blue Cut,Franchise,0,1,36,39,98,3,220.3
Progressive,-0.84,1.74,Photochromic,Retail,0,0,29,48,76,4,321.6
Progressive,-7.77,1.56,Photochromic,Hospital,0,1,23,84,91,2,207.67
Single Vision,-0.41,1.56,Photochromic,Franchise,0,1,5,17,81,2,82.69
Single Vision,-5.03,1.56,Standard,Franchise,0,1,24,53,66,4,187.42
Single Vision,-4.83,1.50,Photochromic,Hospital,0,1,38,55,50,2,211.03
Single Vision,1.7,1.67,Standard,Hospital,0,1,37,69,95,2,213.43
Single Vision,-5.36,1.67,Photochromic,Franchise,0,0,8,63,54,3,215.42
Single Vision,0.45,1.67,Standard,Franchise,0,1,25,20,44,0,119.62
Progressive,3.05,1.56,Blue Cut,Retail,0,1,39,94,41,2,249.0
Bifocal,0.99,1.56,Blue Cut,Retail,0,0,22,80,26,0,234.92
Progressive,-4.64,1.56,Standard,Franchise,0,1,39,55,96,4,258.55
